21 11315 36455
2 1750 623.24 177.19
3 1750 765.58 357.39
6 1750 711 137.99
7 1750 849.84 396.12
1 1751 -502.11 254.02
2 1751 -152.43 187.49
3 1751 -542 367.14
7 1751 368.94 397.02
9 1751 -202.81 298.85
10 1751 -149.86 -336.1
11 1751 435.86 233.77
12 1751 -752.5 -434.76
13 1751 -1353.02 729.62
18 1751 -395.86 68.14
20 1751 -334.84 -139.59
1 1752 1285.5 261.97
7 1752 1014.51 379.65
13 1752 1267.87 597.2
17 1752 -705.27 547.09
20 1752 101.38 -163.27
1 1753 824.66 294.24
2 1753 664.8 187.6
17 1753 -1101.32 614.23
1 1754 -415.63 295.5
3 1754 -478.73 404.82
1 1755 -717.3 333.04
6 1755 -349.99 212.27
1 1756 1356.46 362.17
7 1756 1042.49 414.51
17 1756 -643.87 626.61
1 1757 -431.39 384.6
2 1757 -140.8 292.92
10 1757 -136.88 -277.7
13 1757 -1291.39 989.87
1 1758 860.78 399.08
6 1758 768.79 248.87
7 1758 871.47 437.94
1 1759 -1277.21 435.42
7 1759 139.2 405.56
12 1759 -968.13 -433.67
1 1760 -1321.72 444.73
2 1760 -463.28 215.49
4 1760 782.67 372.16
5 1760 300.91 749.33
9 1760 -460.54 297.29
10 1760 -344.17 -324.11
11 1760 196.48 230.85
12 1760 -982.05 -431.01
16 1760 332.99 396.54
18 1760 -561.59 70.75
1 1761 -1453.65 468.47
2 1761 -527.53 224.72
7 1761 87.0601 412.61
9 1761 -511.22 303.52
11 1761 149.69 236.36
1 1762 911.66 498.72
2 1762 712.94 417.48
7 1762 979.41 557.36
12 1762 -167.94 -283.03
17 1762 -1075.38 969.2
18 1762 54.23 187.67
1 1763 911.66 498.72
2 1763 712.94 417.48
3 1763 802.62 584.81
7 1763 979.41 557.36
1 1764 889.25 502.52
2 1764 691.26 417.25
3 1764 781.85 589.72
17 1764 -1104.6 971.23
18 1764 44.0699 187.31
1 1765 780.98 555.62
6 1765 793.03 342.33
8 1765 955.26 658.03
1 1766 -1160.28 633.08
2 1766 -389.35 324.93
4 1766 822.09 425.26
5 1766 341.1 826.98
6 1766 -689.81 429.51
7 1766 171.68 474.44
8 1766 -913.12 565.84
9 1766 -405.38 382.7
10 1766 -303.38 -264.86
11 1766 250.11 313.35
12 1766 -933.08 -364.96
18 1766 -525.29 123.17
20 1766 -445.21 -92.45
1 1767 -1252.92 666.86
2 1767 -434.43 339.09
7 1767 142.85 482.06
9 1767 -440.16 392.03
11 1767 217 322.11
1 1768 -1369.99 669.65
2 1768 -489.58 337.14
7 1768 109.57 479.94
11 1768 176.74 318.07
16 1768 319.02 451.37
18 1768 -573.48 128.1
1 1769 -1448.72 669.82
5 1769 248.14 815.35
1 1770 -833.51 673.84
4 1770 917.13 460.15
5 1770 460.06 887.39
8 1770 -630.88 625.97
1 1771 -1317.91 797.48
2 1771 -466.51 409.65
4 1771 780.99 462.21
9 1771 -466.03 444.77
11 1771 193.17 372.69
1 1772 -1342.8 797.23
2 1772 -479.23 408.37
4 1772 774.68 461.21
5 1772 272.22 866.37
9 1772 -475.51 443.54
11 1772 183.87 371.62
12 1772 -988.65 -315.99
18 1772 -568.37 161.96
1 1773 -1302.07 815.62
4 1773 784.76 466.99
1 1774 -1149.15 862.38
2 1774 -388.65 453.21
4 1774 823.88 485.88
10 1774 -302.19 -196.2
11 1774 250.22 408.27
12 1774 -928.9 -289.44
18 1774 -523.39 184.05
20 1774 -444.15 -40.3101
1 1775 -1276.63 898.54
2 1775 -448.88 467.11
11 1775 205.9 415.73
18 1775 -552.95 189.93
20 1775 -469.34 -35.0699
1 1776 -1070.24 -568.94
3 1776 -1027.94 -494.4
1 1777 782.07 -513.72
3 1777 786.87 -417.5
6 1777 709.98 -417.67
1 1778 -821.56 -434.46
3 1778 -802.06 -350.5
1 1779 -833.53 -425.44
3 1779 -813.76 -341.04
6 1779 -468.23 -304.4
10 1779 -220 -573.55
12 1779 -847.16 -705.82
18 1779 -457.74 -144.63
20 1779 -387.93 -323.31
1 1780 -985.05 -423.9
6 1780 -590.43 -298.16
10 1780 -253.06 -575.75
1 1781 -430.42 -420.06
6 1781 -125.7 -316.71
1 1782 -451.28 -415.2
6 1782 -140.9 -313.61
1 1783 -798.01 -414.05
6 1783 -439.87 -297.91
1 1784 -130.03 -392.96
3 1784 -286.79 -307.03
1 1785 926.75 -378.64
2 1785 719.83 -207.89
1 1786 893.06 -379.99
2 1786 700.49 -207.08
3 1786 942.27 -280.17
1 1787 1047.93 -376.12
8 1787 864.93 -193.27
1 1788 971.79 -376.57
3 1788 1029.31 -277.13
1 1789 1078.49 -375.55
6 1789 906.65 -324.95
1 1790 -512.68 -374.72
6 1790 -193.62 -282.83
1 1791 779.4 -368.14
2 1791 630.3 -194.52
3 1791 784.57 -271.38
1 1792 -434.01 -366.75
5 1792 718.58 546.8
6 1792 -126.44 -280.88
1 1793 -1073 -366.07
2 1793 -333.38 -217.31
9 1793 -357.4 -27.8101
11 1793 292.4 -81.37
1 1794 1036.4 -364.73
8 1794 855.69 -183.77
1 1795 997.03 -365.55
2 1795 758.45 -200.57
3 1795 1058.17 -264.52
1 1796 997.03 -365.55
2 1796 758.45 -200.57
1 1797 767.87 -354.91
2 1797 623.43 -186.3
3 1797 772.59 -257.28
1 1798 -459.84 -354.15
6 1798 -144.82 -270.97
1 1799 -848.12 -346.2
3 1799 -828.46 -256.76
1 1800 778.35 -341.61
2 1800 630.05 -179.28
3 1800 783.88 -244.75
1 1801 -817.76 -334.55
3 1801 -799.67 -246.43
1 1802 -1323.77 -333.26
6 1802 -833.66 -224.22
1 1803 892.6 -328.37
2 1803 699.93 -178.72
1 1804 -1132.64 -324.85
7 1804 188.7 163.24
9 1804 -378.3 -13.75
11 1804 273.97 -67.28
12 1804 -925.02 -679.52
18 1804 -513.75 -123.58
1 1805 765.33 -304.17
2 1805 621.88 -156.11
3 1805 769.72 -206.31
6 1805 702.16 -265.18
12 1805 -284.31 -652.21
1 1806 -128.94 -288.16
3 1806 -285.32 -205.08
1 1807 871.84 -285.27
2 1807 688.77 -153.27
3 1807 918.98 -184.08
6 1807 759.91 -252.06
1 1808 -6.71997 -283.74
6 1808 341.65 -249.45
1 1809 777.56 -276.92
2 1809 629.51 -139.87
3 1809 782.39 -178.85
1 1810 1371.95 -275.47
7 1810 1034.42 183.9
9 1810 649.51 32.12
10 1810 452.49 -516.37
1 1811 -143.79 -268.52
3 1811 -292.69 -186.78
11 1811 521.26 38.39
13 1811 -987.65 1.27002
18 1811 -327.62 -57.53
20 1811 -277.08 -245.93
1 1812 -1080.65 -268.68
2 1812 -337.52 -165.45
3 1812 -1046.09 -173.54
4 1812 844.78 196.47
5 1812 417.15 528.39
6 1812 -660.1 -187.2
7 1812 203.03 181.91
9 1812 -361.08 11.42
11 1812 290.27 -43.86
12 1812 -910.04 -660.32
18 1812 -502.95 -109.24
1 1813 832.73 -256.81
2 1813 664.66 -133.36
1 1814 -154.31 -215.46
6 1814 145.9 -190.39
1 1815 -560.25 -204.17
6 1815 -233.04 -164.91
1 1816 965.87 -188.49
2 1816 742.25 -100.36
17 1816 -975.95 175.12
1 1817 -396.11 -183.13
3 1817 -460.1 -90.53
1 1818 620.81 -170.32
2 1818 510.62 -46.24
11 1818 979.68 72.74
17 1818 -1378.88 263.65
1 1819 -118.02 -163.19
3 1819 -279.09 -78.84
6 1819 178.79 -157.64
9 1819 -92.86 172.35
10 1819 -57.7 -441.73
11 1819 525.22 109.86
13 1819 -957.52 214.84
20 1819 -272.72 -208.01
1 1820 -28.47 -141.38
6 1820 330.49 -152.23
8 1820 625.11 58.45
16 1820 806.3 362.12
1 1821 -138.69 -103.14
3 1821 -301.07 -19.92
1 1822 772.77 -98.89
2 1822 627.44 -34.57
3 1822 777.62 -0.330017
6 1822 712.53 -115.98
12 1822 -279.37 -577.73
17 1822 -1165.54 277.48
1 1823 1313.63 -97.75
7 1823 1017.21 246.52
9 1823 627.12 107.23
10 1823 433.61 -463.26
1 1824 -373.42 -97.14
2 1824 -119.67 -10.35
3 1824 -446.04 -2.96997
7 1824 414.42 275.84
11 1824 466.32 90.54
13 1824 -1230.87 226.85
18 1824 -373.16 -24.5601
1 1825 800.01 -94.39
2 1825 644.8 -35.28
17 1825 -1135.96 276.87
1 1826 786.11 -93.27
3 1826 794.65 8.09003
1 1827 786.11 -93.27
2 1827 635.96 -31.11
3 1827 794.54 8.27002
17 1827 -1151.09 282.4
1 1828 -152.42 -91.96
3 1828 -311.16 -6.32001
9 1828 -111.91 215.97
18 1828 -333.72 14.8001
1 1829 -878.95 -86.1899
2 1829 -265.93 -56.7
7 1829 257.87 246.78
12 1829 -856.46 -592.9
18 1829 -464.59 -56.23
1 1830 -629.1 -77.5601
2 1830 -191.18 -30.28
7 1830 329.18 262.99
9 1830 -237.04 124.4
11 1830 404.11 65.03
13 1830 -1488.69 189.14
18 1830 -421.01 -40.05
1 1831 -1110.89 -59.23
2 1831 -354.47 -53.45
7 1831 192.15 248.3
9 1831 -375.09 95.68
11 1831 277.13 37.48
18 1831 -510.3 -56.05
1 1832 -634.34 5.73999
7 1832 327.12 293.29
1 1833 -252.02 19.99
3 1833 -367.94 110.89
1 1834 -252.02 19.99
6 1834 56.65 -23.74
1 1835 -292.9 48.3301
6 1835 17.96 -2.19
1 1836 -1367.44 57.96
2 1836 -478.24 3.51001
7 1836 116.08 281.95
10 1836 -354.42 -439.31
11 1836 186.54 76.38
12 1836 -997.48 -558.55
1 1837 954.81 69.28
6 1837 827 5.45001
7 1837 896.32 312.6
1 1838 953.37 113.56
2 1838 738.59 71.22
3 1838 1011.02 220.84
1 1839 953.37 113.56
6 1839 825.13 38.97
1 1840 1352.73 118.05
7 1840 1035.87 324.69
12 1840 -102.9 -523.04
13 1840 1351.16 387.42
17 1840 -652.38 420.39
20 1840 115.47 -198.05
1 1841 1352.73 118.05
7 1841 1035.87 324.69
12 1841 -102.9 -523.04
13 1841 1351.16 387.42
17 1841 -652.38 420.39
18 1841 126.69 -4.15002
20 1841 115.47 -198.05
1 1842 -433.62 143.53
2 1842 -139.8 131.46
3 1842 -495.3 248.48
7 1842 392.13 363.29
12 1842 -735.01 -467.03
13 1842 -1294.72 585.32
18 1842 -385.68 44.23
20 1842 -325.93 -160.01
1 1843 -332.23 154.29
6 1843 -20.82 73.12
16 1843 603.81 382.06
1 1844 -357.78 170.83
2 1844 -116.73 163.4
9 1844 -164 289.39
1 1845 -655.75 180.9
3 1845 -674.95 294.82
7 1845 319.18 356.44
10 1845 -187.5 -372.22
12 1845 -799.69 -477.49
13 1845 -1527.15 575.76
1 1846 -1024.52 180.12
2 1846 -322.07 81.01
3 1846 -1003.16 310.37
4 1846 859.99 312.27
10 1846 -265.63 -396.46
11 1846 301.19 136.83
12 1846 -894.82 -510.76
18 1846 -493.85 7.87
20 1846 -418.62 -191.5
1 1847 -1024.52 180.12
2 1847 -322.07 81.01
3 1847 -1003.16 310.37
4 1847 859.99 312.27
10 1847 -265.63 -396.46
11 1847 301.19 136.83
18 1847 -493.85 7.87
20 1847 -418.62 -191.5
1 1848 -687.05 188.07
7 1848 310.7 357.25
1 1849 907.06 190.97
2 1849 712.16 116.66
3 1849 963.9 300.91
6 1849 793.72 96.97
17 1849 -1020.26 505.33
1 1850 -422.37 199.43
3 1850 -488 303.63
9 1850 -184.38 292.6
10 1850 -133.76 -343.95
11 1850 451.06 227.01
13 1850 -1283.8 687.91
18 1850 -382.99 63.3
1 1851 -611.08 206.82
5 1851 589.44 750.03
1 1852 -1335.39 206.89
2 1852 -463.81 84.91
7 1852 123.83 329.96
9 1852 -460.37 197.94
10 1852 -345.55 -395.27
11 1852 196.58 135.84
18 1852 -562.75 8.88001
20 1852 -478.43 -190.89
1 1853 1020.05 208.64
3 1853 1085.44 318.77
6 1853 873.87 110.35
1 1854 987.15 217.24
3 1854 1050.37 327.9
17 1854 -951.37 519.99
1 1855 1365.6 220.86
7 1855 1039.83 362.06
9 1855 651.56 245.85
10 1855 449.09 -363.79
13 1855 1369.56 530.17
17 1855 -639.68 506.26
18 1855 130.29 23.15
20 1855 117.89 -174.6
1 1856 -651.62 220.4
7 1856 320.85 370.81
1 1857 -567.75 226.87
3 1857 -596.74 340.49
9 1857 -222.91 272.87
1 1858 -567.75 226.87
3 1858 -596.74 340.49
1 1859 -610.65 237.48
2 1859 -198.31 164.11
7 1859 334.34 379.99
9 1859 -243.85 274.71
1 1860 720.25 255.06
2 1860 598.57 179.36
3 1860 725.16 360.86
17 1860 -1211.78 606.91
1 1861 777.07 268.92
2 1861 631.97 186.55
3 1861 781.11 373.6
17 1861 -1158.67 616.29
1 1862 833.26 278.44
2 1862 668.97 175.37
6 1862 750.44 160.32
17 1862 -1092.93 596.66
1 1863 -453.14 288.67
6 1863 -124.56 170.4
1 1864 -741.98 289.4
2 1864 -229.58 172.92
6 1864 -373.67 183.33
7 1864 294.16 386.19
10 1864 -204.48 -345.71
12 1864 -820.52 -449.86
13 1864 -1599.61 699.5
18 1864 -441.72 56.21
1 1865 -624.64 292.7
2 1865 -193.08 189.52
3 1865 -644.61 415.25
7 1865 329.37 396.16
9 1865 -240.07 293.01
10 1865 -178.55 -336.23
11 1865 402.26 228.07
13 1865 -1483.52 736.81
18 1865 -420.12 65.37
1 1866 -583.59 302.41
2 1866 -180.3 204.6
3 1866 -611.42 420.71
7 1866 342.5 406.69
9 1866 -228.12 308.51
10 1866 -169.2 -327.29
11 1866 412.37 243.8
12 1866 -775.85 -426.51
13 1866 -1441.12 773.39
20 1866 -348.8 -133.94
1 1867 847.28 326.45
2 1867 678.73 200.57
3 1867 891 437.9
1 1868 1377.72 378.92
7 1868 1050.03 420.43
10 1868 454.45 -314.65
12 1868 -91.34 -435.25
13 1868 1400.02 750.63
18 1868 136.36 65.5
1 1869 -1182.23 429.1
2 1869 -397.86 212.78
7 1869 166.95 405.58
9 1869 -410.12 295.1
11 1869 244.27 229.86
18 1869 -529.82 69.55
1 1870 -804.31 603.74
3 1870 -803.76 757.53
1 1871 -804.31 603.74
3 1871 -803.76 757.53
1 1872 -1303.03 648.65
2 1872 -458.03 326.63
7 1872 129.25 474.62
9 1872 -458.37 382.54
11 1872 200.03 312.62
12 1872 -975.88 -364.22
16 1872 334.73 447.46
1 1873 -1147.91 657.3
5 1873 343.36 837.02
7 1873 174.46 482.93
9 1873 -402.28 393.36
1 1874 -1302.72 675.93
2 1874 -458.07 342.74
6 1874 -787.94 460.34
7 1874 128.93 483.86
9 1874 -458.99 394.25
11 1874 199.54 324.1
12 1874 -975.98 -354.99
1 1875 -1302.72 675.93
2 1875 -458.07 342.74
6 1875 -787.94 460.34
7 1875 128.93 483.86
9 1875 -458.99 394.25
10 1875 -341.26 -255.89
11 1875 199.54 324.1
12 1875 -975.98 -354.99
1 1876 -1345.13 710.02
5 1876 277.03 836.26
1 1877 -1450.32 814.8
2 1877 -535.87 417.04
7 1877 82.57 526.67
9 1877 -518.43 449.22
10 1877 -383.36 -216.77
11 1877 142.79 376.42
16 1877 297.85 486.11
18 1877 -594.98 166.06
1 1878 -1221.84 925.16
2 1878 -421.38 483.33
7 1878 150.99 568.75
9 1878 -431.75 502.29
10 1878 -321.34 -180.51
11 1878 225.73 428.5
12 1878 -949.86 -271.42
18 1878 -539.66 197.6
1 1879 -1208.9 981.6
6 1879 -714.22 667.71
1 1880 -1208.9 981.6
6 1880 -714.22 667.71
1 1881 -1226.43 -588.7
6 1881 -772.09 -402.27
1 1882 153.35 -540.11
3 1882 624.33 -443.74
6 1882 -41.49 -399.54
1 1883 -535.62 -541.13
6 1883 -218.29 -396.97
1 1884 94.23 -522.23
3 1884 561.11 -425.09
6 1884 -85.89 -383.83
1 1885 771.74 -486.28
3 1885 775.72 -389.89
6 1885 702.68 -398.65
1 1886 790.04 -468.97
3 1886 796.41 -371.83
1 1887 735.86 -469.81
6 1887 677.44 -385.34
1 1888 -1039.87 -452.82
6 1888 -633.29 -314.69
1 1889 791.37 -449.91
3 1889 798.83 -353.05
1 1890 769.19 -449.14
3 1890 772.17 -352.67
6 1890 700.91 -371.56
1 1891 789.61 -433.21
3 1891 795.97 -335.88
1 1892 770.49 -433.49
3 1892 774.52 -336.38
6 1892 703.37 -359.99
1 1893 -512.93 -432.45
6 1893 -195.08 -322.26
1 1894 -1025.2 -433.83
6 1894 -621.02 -302.33
1 1895 -1025.2 -433.83
6 1895 -621.02 -302.33
1 1896 862.2 -431.18
2 1896 683.33 -235.55
1 1897 -966.16 -426.02
6 1897 -576.13 -299.36
1 1898 -966.16 -426.02
6 1898 -576.13 -299.36
1 1899 779.98 -425.09
3 1899 784.93 -327.05
6 1899 710.39 -354.21
1 1900 -442.66 -425.59
6 1900 -134.82 -321.37
1 1901 -339.31 -419.69
3 1901 -416.79 -334.4
1 1902 -372.38 -418.62
3 1902 -440.79 -332.88
1 1903 790.75 -414.93
3 1903 797.74 -316.76
1 1904 769.54 -414.8
3 1904 773.66 -317.95
6 1904 702.65 -346.5
1 1905 779.89 -405.97
3 1905 784.85 -308.99
1 1906 -339.58 -402.95
3 1906 -417.21 -317.09
1 1907 -868.79 -400.43
3 1907 -841.84 -313.45
6 1907 -500.56 -285.52
1 1908 735.04 -398.03
2 1908 604.73 -211.96
3 1908 741.02 -301.52
6 1908 677.22 -333.08
1 1909 791.64 -396.55
3 1909 798.6 -299.18
1 1910 770.33 -397
3 1910 774.31 -299.98
6 1910 703.94 -333.17
17 1910 -1171.11 8.02002
1 1911 -513.2 -394.23
6 1911 -194.11 -296.53
1 1912 860.9 -392.35
2 1912 682.52 -213.67
1 1913 885.06 -391.84
3 1913 933.41 -292.59
1 1914 111.1 -390.57
6 1914 -68.63 -285.24
1 1915 -431.7 -389.99
6 1915 -125.65 -296.6
1 1916 -431.7 -389.99
6 1916 -125.65 -296.6
1 1917 729.3 -387.49
2 1917 601.05 -205.55
1 1918 729.3 -387.49
2 1918 601.05 -205.55
1 1919 -340.1 -386.73
3 1919 -417.37 -300.43
1 1920 -340.1 -386.73
3 1920 -417.37 -300.43
1 1921 -443.72 -381.22
6 1921 -133.85 -290.47
1 1922 -443.72 -381.22
6 1922 -133.85 -290.47
1 1923 -470.04 -379.16
6 1923 -153.97 -287.63
1 1924 767.34 -375.49
2 1924 621.76 -198.44
1 1925 -346.53 -370.72
3 1925 -422.17 -284.51
1 1926 -557.25 -371.93
6 1926 -234.77 -278.25
1 1927 862.01 -368.94
2 1927 682.69 -200.26
3 1927 906.54 -269.11
1 1928 -366.68 -369.08
3 1928 -438.38 -282.25
1 1929 885.6 -367.95
2 1929 695.01 -200.34
3 1929 934.52 -268.09
1 1930 -873.44 -353.34
3 1930 -848.62 -263.17
1 1931 1454.07 -348.48
7 1931 1061.47 157.42
18 1931 147.15 -128.38
1 1932 811.23 -348.67
2 1932 651.31 -186.69
1 1933 -788.41 -349.27
3 1933 -772.28 -260.25
1 1934 -906.69 -322.73
3 1934 -876.52 -231.06
1 1935 -828.98 -306.51
2 1935 -249.99 -177.14
3 1935 -809.71 -215.98
13 1935 -1681.62 -169.25
1 1936 -865.45 -304.39
2 1936 -260.52 -177.52
9 1936 -297.99 5.06995
11 1936 349.14 -50.13
1 1937 863.79 -295.43
2 1937 684.29 -159.25
6 1937 753.33 -259.19
1 1938 -1212.88 -291.59
6 1938 -754.77 -198.72
7 1938 165.6 173.06
9 1938 -406.34 -1.06006
12 1938 -947.9 -669.72
1 1939 -1212.88 -291.59
6 1939 -754.77 -198.72
1 1940 -1095.73 -284.74
6 1940 -671.86 -197.46
1 1941 -1126.3 -284.62
2 1941 -356.11 -174.76
1 1942 -1126.3 -284.62
2 1942 -356.11 -174.76
7 1942 189.95 176.01
9 1942 -376.27 3.15002
12 1942 -922.8 -666.51
18 1942 -511.97 -113.64
1 1943 894.31 -281.12
3 1943 943.1 -179.32
1 1944 894.31 -281.12
3 1944 943.1 -179.32
8 1944 766.67 -112.47
1 1945 1015.84 -276.7
3 1945 1078.93 -173.96
1 1946 798.89 -265.52
2 1946 642.64 -134.5
1 1947 786.75 -258.17
2 1947 635.87 -127.9
3 1947 792.1 -158.93
1 1948 1370.35 -250.31
7 1948 1034.44 192.88
9 1948 650.02 42.66
17 1948 -646.66 116.99
1 1949 853.18 -250.7
2 1949 677.74 -131.85
1 1950 967.19 -243.53
2 1950 742.93 -130.61
3 1950 1022.56 -139.68
7 1950 897.34 197.51
17 1950 -975.49 129.87
1 1951 786.74 -243.08
2 1951 635.42 -120.35
3 1951 792.11 -145.85
1 1952 -197.21 -207.05
3 1952 -334.08 -121.91
10 1952 -79.89 -468.01
13 1952 -1058.35 102.87
18 1952 -341.1 -39.02
1 1953 -500.1 -196.46
6 1953 -179.15 -160.91
1 1954 -245.73 -183.88
3 1954 -360.25 -99.98
1 1955 535.6 -171.24
3 1955 382.9 -87.64
1 1956 338.23 -133.1
2 1956 56.16 166.93
13 1956 -183.82 621.34
1 1957 773.32 -116.88
2 1957 627.72 -45.59
3 1957 778.58 -18.78
12 1957 -279.11 -584.9
17 1957 -1165.12 261.7
1 1958 -6.90002 -105.96
8 1958 648.58 93.52
16 1958 817.08 379.65
1 1959 -581.51 -104.2
5 1959 621.34 632.96
6 1959 -248.38 -92.89
7 1959 344.4 255.86
9 1959 -222.54 117.26
11 1959 416.98 56.76
1 1960 -339.67 -93.72
3 1960 -419.38 -1.33002
1 1961 -758.12 -91.13
2 1961 -228.74 -49.42
3 1961 -754.34 12.68
7 1961 291.06 250.49
9 1961 -271.8 105.13
10 1961 -206.11 -468.45
13 1961 -1614.03 144.9
1 1962 810.4 -87.33
2 1962 652.9 -32.5
17 1962 -1120.11 280.6
1 1963 810.4 -87.33
2 1963 652.9 -32.5
17 1963 -1120.11 280.6
1 1964 -164.84 -76.2
3 1964 -321.62 7.17999
9 1964 -119.23 222
11 1964 502.41 158.23
12 1964 -649.5 -497.56
13 1964 -1034.5 370.63
1 1965 -406.91 -71.08
8 1965 -150.54 69.02
1 1966 1395.51 -63.34
7 1966 1047.03 259.38
9 1966 662.01 122.85
13 1966 1396.68 134.42
1 1967 1395.51 -63.34
7 1967 1047.03 259.38
9 1967 662.01 122.85
10 1967 459.41 -451.77
12 1967 -91.6899 -584.52
13 1967 1396.68 134.42
18 1967 135.33 -53.1801
1 1968 -445.1 -57.87
6 1968 -121.64 -68.61
1 1969 -783.63 -52.71
4 1969 933.23 261.38
1 1970 1259.55 -50.21
7 1970 998.76 263.25
10 1970 419.85 -448.91
12 1970 -135.74 -579.25
17 1970 -730.17 282.43
18 1970 100.47 -48.89
20 1970 93.15 -237.04
1 1971 -529.13 -20.73
3 1971 -559.66 80.09
6 1971 -203.28 -37.24
1 1972 770.26 -4.60998
2 1972 626.69 23.1
3 1972 775.12 97.68
6 1972 712.94 -47.82
17 1972 -1166.99 365.01
1 1973 939.88 1.09003
6 1973 816.73 -43.97
8 1973 805.6 121.24
1 1974 -426.4 4.22998
3 1974 -488.58 104.25
4 1974 1081.65 301.37
5 1974 709.45 701.83
10 1974 -134.38 -413.56
13 1974 -1292.17 371.21
1 1975 -1078.82 40.9
2 1975 -343.21 1.75
10 1975 -278.08 -439.73
12 1975 -910.15 -559.11
18 1975 -504.77 -30.23
1 1976 517.85 45.45
3 1976 317.96 123.17
6 1976 636.51 -24.33
1 1977 780.9 53.5601
2 1977 633.12 55.61
17 1977 -1155.79 413.22
1 1978 963.81 57.75
2 1978 742.73 39.7
3 1978 1021.94 164.63
17 1978 -976.01 386.84
1 1979 768.76 82.95
3 1979 773.56 183.97
1 1980 768.76 82.95
3 1980 773.56 183.97
1 1981 857.59 87.62
2 1981 682.79 61.64
3 1981 900.83 192.88
17 1981 -1069.56 422.46
1 1982 1165.93 114.92
6 1982 982.99 39.08
17 1982 -803.09 422.27
1 1983 732.88 119.81
2 1983 605.37 96.26
17 1983 -1198.38 479.12
1 1984 -566.65 146.43
2 1984 -172.57 111.53
3 1984 -594.52 256.03
6 1984 -229.1 77.95
9 1984 -221.37 237.13
10 1984 -164.36 -378.17
11 1984 418.81 173.65
12 1984 -772.4 -483.19
13 1984 -1423.16 541.16
18 1984 -408.98 29.8101
1 1985 -1216.79 146.26
7 1985 160.03 313.51
11 1985 235.74 115.44
1 1986 -556.83 155.23
2 1986 -169.14 117.4
3 1986 -586.27 266.68
4 1986 1018.86 335.88
5 1986 619.42 738.34
6 1986 -220.78 86.07
7 1986 351.32 353.52
9 1986 -218.36 241.37
10 1986 -162.07 -374.77
11 1986 421.6 177.94
12 1986 -769.28 -479.4
13 1986 -1412.02 555.41
18 1986 -406.74 32.71
20 1986 -344.03 -168.66
1 1987 -1290.95 160.56
6 1987 -794.4 111.04
1 1988 -1289.43 185.69
2 1988 -440.73 74.5
1 1989 -871.47 187.99
6 1989 -483.17 119.86
1 1990 872.17 196.87
2 1990 692.09 123.02
3 1990 918.54 306.76
17 1990 -1054.91 514.87
1 1991 1379.39 200.41
7 1991 1045.96 354.59
9 1991 657.96 236.94
10 1991 454.84 -370.53
12 1991 -93.52 -495.72
13 1991 1389.18 498.89
17 1991 -629.69 487.68
18 1991 134.42 16.71
1 1992 -1143.84 225.35
2 1992 -376.33 101.13
7 1992 179.26 340.78
11 1992 259.78 149.92
1 1993 1386.16 226.26
7 1993 1047.29 363.48
9 1993 659.98 247.6
10 1993 455.7 -362.52
12 1993 -92.79 -486.85
13 1993 1395.85 535.3
17 1993 -625.82 508.69
20 1993 122.19 -173.93
1 1994 -1302.82 227.89
2 1994 -449.16 97.21
8 1994 -1015.16 255.95
9 1994 -449.3 208.22
11 1994 207.25 145.26
1 1995 -594.33 230.93
3 1995 -620.22 346.86
6 1995 -250.79 137.96
1 1996 -1193.56 230.67
7 1996 164.83 340.87
10 1996 -309.14 -385.62
11 1996 244.05 149.77
1 1997 -634.13 246.51
3 1997 -653.9 365.1
6 1997 -282.82 149.35
1 1998 955.89 250.14
2 1998 740.05 148.5
3 1998 1012.86 360.44
6 1998 830.94 140.99
17 1998 -979.17 553.33
1 1999 1120.54 268.95
6 1999 952.95 154.97
8 1999 932.66 349.96
12 1999 -176.76 -468.71
1 2000 -689.49 268.39
5 2000 547.38 760.26
6 2000 -329.24 166.81
1 2001 -575.48 271.16
3 2001 -603.78 390.01
6 2001 -234.12 165.14
1 2002 819.09 272.56
2 2002 659.96 175.15
3 2002 848.21 380.99
17 2002 -1108.37 598.37
1 2003 849.86 274.18
2 2003 679.16 171.17
6 2003 759.73 157.37
17 2003 -1075.83 589.68
1 2004 945.61 279.97
2 2004 734.17 167.91
3 2004 1000.52 393.01
17 2004 -987.82 582.19
1 2005 887.93 284.1
2 2005 701.4 173.12
3 2005 934.61 394.63
7 2005 879.24 392.71
8 2005 770.32 363.65
17 2005 -1039.29 591.46
1 2006 -403.61 288.87
2 2006 -128.43 233.14
3 2006 -469.76 395.46
1 2007 -567.93 290.37
3 2007 -597.32 407.2
6 2007 -226.51 176.71
1 2008 -596.7 308.85
6 2008 -248.74 190.39
1 2009 -441.73 318.8
6 2009 -115.16 191.19
1 2010 -441.73 318.8
6 2010 -115.16 191.19
1 2011 1208.24 338.5
7 2011 987.2 406.02
12 2011 -148.5 -446.44
17 2011 -763.93 611.58
1 2012 -741.93 352.72
2 2012 -229.66 206.98
10 2012 -204.74 -326.74
13 2012 -1600.8 786.6
1 2013 1379.47 354.59
7 2013 1049.54 411.68
9 2013 660.61 305.6
10 2013 454.82 -321.62
13 2013 1400.44 719.29
17 2013 -626.52 619.5
18 2013 136.31 59.49
20 2013 122.95 -143.24
1 2014 862.3 358.85
2 2014 686.32 218.18
1 2015 -691.77 364.13
6 2015 -327.44 232.43
1 2016 -419.35 371.11
3 2016 -485.41 483.16
1 2017 -1453.41 399.57
2 2017 -528.23 188.03
